dist_code,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport
D07,2021-10-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2021-11-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2021-12-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-01-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-02-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-03-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-04-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-05-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-06-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-07-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-08-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-09-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-10-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-11-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2022-12-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2023-01-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2023-02-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D07,2023-03-01,1563,781,156,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-04-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-05-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-06-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-07-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-08-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-09-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-10-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-11-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2019-12-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-01-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-02-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-03-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-04-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-05-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-06-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-07-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-08-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-09-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-10-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-11-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2020-12-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-01-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-02-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-03-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-04-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-05-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-06-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-07-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-08-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-09-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-10-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-11-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2021-12-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-01-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-02-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-03-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-04-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-05-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-06-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-07-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-08-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-09-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-10-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-11-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2022-12-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2023-01-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2023-02-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D08,2023-03-01,1850,925,185,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-04-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-05-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-06-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-07-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-08-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-09-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-10-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-11-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2019-12-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-01-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-02-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-03-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-04-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-05-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-06-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-07-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-08-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-09-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-10-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-11-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2020-12-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-01-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-02-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-03-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-04-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-05-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-06-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-07-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-08-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-09-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-10-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-11-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2021-12-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-01-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-02-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-03-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-04-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-05-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-06-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-07-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-08-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-09-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-10-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-11-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2022-12-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2023-01-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2023-02-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D09,2023-03-01,660,330,66,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-04-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-05-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-06-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-07-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-08-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-09-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-10-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-11-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2019-12-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-01-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-02-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-03-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-04-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-05-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-06-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-07-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-08-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-09-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-10-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-11-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2020-12-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-01-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-02-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-03-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-04-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-05-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-06-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-07-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-08-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-09-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-10-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-11-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2021-12-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-01-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-02-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-03-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-04-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-05-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-06-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-07-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-08-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-09-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-10-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-11-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2022-12-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2023-01-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2023-02-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D10,2023-03-01,1868,934,186,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-04-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-05-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-06-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-07-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-08-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-09-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-10-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-11-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2019-12-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-01-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-02-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-03-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-04-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-05-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-06-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-07-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-08-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-09-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-10-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-11-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2020-12-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-01-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-02-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-03-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-04-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-05-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-06-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-07-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-08-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-09-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-10-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-11-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2021-12-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-01-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-02-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-03-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-04-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-05-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-06-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-07-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-08-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-09-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-10-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-11-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2022-12-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2023-01-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2023-02-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D11,2023-03-01,1431,715,143,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-04-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-05-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-06-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-07-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-08-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-09-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-10-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-11-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2019-12-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-01-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-02-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-03-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-04-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-05-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-06-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-07-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-08-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-09-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-10-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-11-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2020-12-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-01-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-02-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-03-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-04-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-05-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-06-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-07-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-08-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-09-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-10-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-11-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2021-12-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-01-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-02-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-03-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-04-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-05-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-06-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-07-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-08-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-09-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-10-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-11-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2022-12-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2023-01-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2023-02-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D12,2023-03-01,1527,763,152,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-04-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-05-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-06-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-07-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-08-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-09-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-10-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-11-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2019-12-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-01-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-02-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-03-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-04-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-05-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-06-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-07-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-08-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-09-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-10-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-11-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2020-12-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-01-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-02-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-03-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-04-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-05-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-06-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-07-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-08-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-09-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-10-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-11-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2021-12-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-01-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-02-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-03-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-04-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-05-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-06-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-07-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-08-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-09-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-10-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-11-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2022-12-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2023-01-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2023-02-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D13,2023-03-01,1236,618,123,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-04-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-05-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-06-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-07-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-08-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-09-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-10-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-11-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2019-12-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-01-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-02-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-03-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-04-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-05-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-06-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
D14,2020-07-01,1690,845,169,50,300,150,40,20,10,100,80,20,400,100,450,50
