dist_code,month,documents_registered_rev,estamps_challans_rev,documents_registered_cnt,estamps_challans_cnt
D14,2020-04-01,169000,101400,3380,1690
D14,2020-05-01,169000,101400,3380,1690
D14,2020-06-01,169000,101400,3380,1690
D14,2020-07-01,169000,101400,3380,1690
D14,2020-08-01,169000,101400,3380,1690
D14,2020-09-01,169000,101400,3380,1690
D14,2020-10-01,169000,101400,3380,1690
D14,2020-11-01,169000,101400,3380,1690
D14,2020-12-01,169000,101400,3380,1690
D14,2021-01-01,169000,101400,3380,1690
D14,2021-02-01,169000,101400,3380,1690
D14,2021-03-01,169000,101400,3380,1690
D14,2021-04-01,169000,101400,3380,1690
D14,2021-05-01,169000,101400,3380,1690
D14,2021-06-01,169000,101400,3380,1690
D14,2021-07-01,169000,101400,3380,1690
D14,2021-08-01,169000,101400,3380,1690
D14,2021-09-01,169000,101400,3380,1690
D14,2021-10-01,169000,101400,3380,1690
D14,2021-11-01,169000,101400,3380,1690
D14,2021-12-01,169000,101400,3380,1690
D14,2022-01-01,169000,101400,3380,1690
D14,2022-02-01,169000,101400,3380,1690
D14,2022-03-01,169000,101400,3380,1690
D14,2022-04-01,169000,101400,3380,1690
D14,2022-05-01,169000,101400,3380,1690
D14,2022-06-01,169000,101400,3380,1690
D14,2022-07-01,169000,101400,3380,1690
D14,2022-08-01,169000,101400,3380,1690
D14,2022-09-01,169000,101400,3380,1690
D14,2022-10-01,169000,101400,3380,1690
D14,2022-11-01,169000,101400,3380,1690
D14,2022-12-01,169000,101400,3380,1690
D14,2023-01-01,169000,101400,3380,1690
D14,2023-02-01,169000,101400,3380,1690
D14,2023-03-01,169000,101400,3380,1690
D15,2019-04-01,75200,45120,1504,752
D15,2019-05-01,75200,45120,1504,752
D15,2019-06-01,75200,45120,1504,752
D15,2019-07-01,75200,45120,1504,752
D15,2019-08-01,75200,45120,1504,752
D15,2019-09-01,75200,45120,1504,752
D15,2019-10-01,75200,45120,1504,752
D15,2019-11-01,75200,45120,1504,752
D15,2019-12-01,75200,45120,1504,752
D15,2020-01-01,75200,45120,1504,752
D15,2020-02-01,75200,45120,1504,752
D15,2020-03-01,75200,45120,1504,752
D15,2020-04-01,75200,45120,1504,752
D15,2020-05-01,75200,45120,1504,752
D15,2020-06-01,75200,45120,1504,752
D15,2020-07-01,75200,45120,1504,752
D15,2020-08-01,75200,45120,1504,752
D15,2020-09-01,75200,45120,1504,752
D15,2020-10-01,75200,45120,1504,752
D15,2020-11-01,75200,45120,1504,752
D15,2020-12-01,75200,45120,1504,752
D15,2021-01-01,75200,45120,1504,752
D15,2021-02-01,75200,45120,1504,752
D15,2021-03-01,75200,45120,1504,752
D15,2021-04-01,75200,45120,1504,752
D15,2021-05-01,75200,45120,1504,752
D15,2021-06-01,75200,45120,1504,752
D15,2021-07-01,75200,45120,1504,752
D15,2021-08-01,75200,45120,1504,752
D15,2021-09-01,75200,45120,1504,752
D15,2021-10-01,75200,45120,1504,752
D15,2021-11-01,75200,45120,1504,752
D15,2021-12-01,75200,45120,1504,752
D15,2022-01-01,75200,45120,1504,752
D15,2022-02-01,75200,45120,1504,752
D15,2022-03-01,75200,45120,1504,752
D15,2022-04-01,75200,45120,1504,752
D15,2022-05-01,75200,45120,1504,752
D15,2022-06-01,75200,45120,1504,752
D15,2022-07-01,75200,45120,1504,752
D15,2022-08-01,75200,45120,1504,752
D15,2022-09-01,75200,45120,1504,752
D15,2022-10-01,75200,45120,1504,752
D15,2022-11-01,75200,45120,1504,752
D15,2022-12-01,75200,45120,1504,752
D15,2023-01-01,75200,45120,1504,752
D15,2023-02-01,75200,45120,1504,752
D15,2023-03-01,75200,45120,1504,752
D16,2019-04-01,55000,33000,1100,550
D16,2019-05-01,55000,33000,1100,550
D16,2019-06-01,55000,33000,1100,550
D16,2019-07-01,55000,33000,1100,550
D16,2019-08-01,55000,33000,1100,550
D16,2019-09-01,55000,33000,1100,550
D16,2019-10-01,55000,33000,1100,550
D16,2019-11-01,55000,33000,1100,550
D16,2019-12-01,55000,33000,1100,550
D16,2020-01-01,55000,33000,1100,550
D16,2020-02-01,55000,33000,1100,550
D16,2020-03-01,55000,33000,1100,550
D16,2020-04-01,55000,33000,1100,550
D16,2020-05-01,55000,33000,1100,550
D16,2020-06-01,55000,33000,1100,550
D16,2020-07-01,55000,33000,1100,550
D16,2020-08-01,55000,33000,1100,550
D16,2020-09-01,55000,33000,1100,550
D16,2020-10-01,55000,33000,1100,550
D16,2020-11-01,55000,33000,1100,550
D16,2020-12-01,55000,33000,1100,550
D16,2021-01-01,55000,33000,1100,550
D16,2021-02-01,55000,33000,1100,550
D16,2021-03-01,55000,33000,1100,550
D16,2021-04-01,55000,33000,1100,550
D16,2021-05-01,55000,33000,1100,550
D16,2021-06-01,55000,33000,1100,550
D16,2021-07-01,55000,33000,1100,550
D16,2021-08-01,55000,33000,1100,550
D16,2021-09-01,55000,33000,1100,550
D16,2021-10-01,55000,33000,1100,550
D16,2021-11-01,55000,33000,1100,550
D16,2021-12-01,55000,33000,1100,550
D16,2022-01-01,55000,33000,1100,550
D16,2022-02-01,55000,33000,1100,550
D16,2022-03-01,55000,33000,1100,550
D16,2022-04-01,55000,33000,1100,550
D16,2022-05-01,55000,33000,1100,550
D16,2022-06-01,55000,33000,1100,550
D16,2022-07-01,55000,33000,1100,550
D16,2022-08-01,55000,33000,1100,550
D16,2022-09-01,55000,33000,1100,550
D16,2022-10-01,55000,33000,1100,550
D16,2022-11-01,55000,33000,1100,550
D16,2022-12-01,55000,33000,1100,550
D16,2023-01-01,55000,33000,1100,550
D16,2023-02-01,55000,33000,1100,550
D16,2023-03-01,55000,33000,1100,550
D17,2019-04-01,58100,34860,1162,581
D17,2019-05-01,58100,34860,1162,581
D17,2019-06-01,58100,34860,1162,581
D17,2019-07-01,58100,34860,1162,581
D17,2019-08-01,58100,34860,1162,581
D17,2019-09-01,58100,34860,1162,581
D17,2019-10-01,58100,34860,1162,581
D17,2019-11-01,58100,34860,1162,581
D17,2019-12-01,58100,34860,1162,581
D17,2020-01-01,58100,34860,1162,581
D17,2020-02-01,58100,34860,1162,581
D17,2020-03-01,58100,34860,1162,581
D17,2020-04-01,58100,34860,1162,581
D17,2020-05-01,58100,34860,1162,581
D17,2020-06-01,58100,34860,1162,581
D17,2020-07-01,58100,34860,1162,581
D17,2020-08-01,58100,34860,1162,581
D17,2020-09-01,58100,34860,1162,581
D17,2020-10-01,58100,34860,1162,581
D17,2020-11-01,58100,34860,1162,581
D17,2020-12-01,58100,34860,1162,581
D17,2021-01-01,58100,34860,1162,581
D17,2021-02-01,58100,34860,1162,581
D17,2021-03-01,58100,34860,1162,581
D17,2021-04-01,58100,34860,1162,581
D17,2021-05-01,58100,34860,1162,581
D17,2021-06-01,58100,34860,1162,581
D17,2021-07-01,58100,34860,1162,581
D17,2021-08-01,58100,34860,1162,581
D17,2021-09-01,58100,34860,1162,581
D17,2021-10-01,58100,34860,1162,581
D17,2021-11-01,58100,34860,1162,581
D17,2021-12-01,58100,34860,1162,581
D17,2022-01-01,58100,34860,1162,581
D17,2022-02-01,58100,34860,1162,581
D17,2022-03-01,58100,34860,1162,581
D17,2022-04-01,58100,34860,1162,581
D17,2022-05-01,58100,34860,1162,581
D17,2022-06-01,58100,34860,1162,581
D17,2022-07-01,58100,34860,1162,581
D17,2022-08-01,58100,34860,1162,581
D17,2022-09-01,58100,34860,1162,581
D17,2022-10-01,58100,34860,1162,581
D17,2022-11-01,58100,34860,1162,581
D17,2022-12-01,58100,34860,1162,581
D17,2023-01-01,58100,34860,1162,581
D17,2023-02-01,58100,34860,1162,581
D17,2023-03-01,58100,34860,1162,581
D18,2019-04-01,52000,31200,1040,520
D18,2019-05-01,52000,31200,1040,520
D18,2019-06-01,52000,31200,1040,520
D18,2019-07-01,52000,31200,1040,520
D18,2019-08-01,52000,31200,1040,520
D18,2019-09-01,52000,31200,1040,520
D18,2019-10-01,52000,31200,1040,520
D18,2019-11-01,52000,31200,1040,520
D18,2019-12-01,52000,31200,1040,520
D18,2020-01-01,52000,31200,1040,520
D18,2020-02-01,52000,31200,1040,520
D18,2020-03-01,52000,31200,1040,520
D18,2020-04-01,52000,31200,1040,520
D18,2020-05-01,52000,31200,1040,520
D18,2020-06-01,52000,31200,1040,520
D18,2020-07-01,52000,31200,1040,520
D18,2020-08-01,52000,31200,1040,520
D18,2020-09-01,52000,31200,1040,520
D18,2020-10-01,52000,31200,1040,520
D18,2020-11-01,52000,31200,1040,520
D18,2020-12-01,52000,31200,1040,520
D18,2021-01-01,52000,31200,1040,520
D18,2021-02-01,52000,31200,1040,520
D18,2021-03-01,52000,31200,1040,520
D18,2021-04-01,52000,31200,1040,520
D18,2021-05-01,52000,31200,1040,520
D18,2021-06-01,52000,31200,1040,520
D18,2021-07-01,52000,31200,1040,520
D18,2021-08-01,52000,31200,1040,520
D18,2021-09-01,52000,31200,1040,520
D18,2021-10-01,52000,31200,1040,520
D18,2021-11-01,52000,31200,1040,520
D18,2021-12-01,52000,31200,1040,520
D18,2022-01-01,52000,31200,1040,520
D18,2022-02-01,52000,31200,1040,520
D18,2022-03-01,52000,31200,1040,520
D18,2022-04-01,52000,31200,1040,520
D18,2022-05-01,52000,31200,1040,520
D18,2022-06-01,52000,31200,1040,520
D18,2022-07-01,52000,31200,1040,520
D18,2022-08-01,52000,31200,1040,520
D18,2022-09-01,52000,31200,1040,520
D18,2022-10-01,52000,31200,1040,520
D18,2022-11-01,52000,31200,1040,520
D18,2022-12-01,52000,31200,1040,520
D18,2023-01-01,52000,31200,1040,520
D18,2023-02-01,52000,31200,1040,520
D18,2023-03-01,52000,31200,1040,520
D19,2019-04-01,185300,111180,3706,1853
D19,2019-05-01,185300,111180,3706,1853
D19,2019-06-01,185300,111180,3706,1853
D19,2019-07-01,185300,111180,3706,1853
D19,2019-08-01,185300,111180,3706,1853
D19,2019-09-01,185300,111180,3706,1853
D19,2019-10-01,185300,111180,3706,1853
D19,2019-11-01,185300,111180,3706,1853
D19,2019-12-01,185300,111180,3706,1853
D19,2020-01-01,185300,111180,3706,1853
D19,2020-02-01,185300,111180,3706,1853
D19,2020-03-01,185300,111180,3706,1853
D19,2020-04-01,185300,111180,3706,1853
D19,2020-05-01,185300,111180,3706,1853
D19,2020-06-01,185300,111180,3706,1853
D19,2020-07-01,185300,111180,3706,1853
D19,2020-08-01,185300,111180,3706,1853
D19,2020-09-01,185300,111180,3706,1853
D19,2020-10-01,185300,111180,3706,1853
D19,2020-11-01,185300,111180,3706,1853
D19,2020-12-01,185300,111180,3706,1853
D19,2021-01-01,185300,111180,3706,1853
D19,2021-02-01,185300,111180,3706,1853
D19,2021-03-01,185300,111180,3706,1853
D19,2021-04-01,185300,111180,3706,1853
D19,2021-05-01,185300,111180,3706,1853
D19,2021-06-01,185300,111180,3706,1853
D19,2021-07-01,185300,111180,3706,1853
D19,2021-08-01,185300,111180,3706,1853
D19,2021-09-01,185300,111180,3706,1853
D19,2021-10-01,185300,111180,3706,1853
D19,2021-11-01,185300,111180,3706,1853
D19,2021-12-01,185300,111180,3706,1853
D19,2022-01-01,185300,111180,3706,1853
D19,2022-02-01,185300,111180,3706,1853
D19,2022-03-01,185300,111180,3706,1853
D19,2022-04-01,185300,111180,3706,1853
D19,2022-05-01,185300,111180,3706,1853
D19,2022-06-01,185300,111180,3706,1853
D19,2022-07-01,185300,111180,3706,1853
D19,2022-08-01,185300,111180,3706,1853
D19,2022-09-01,185300,111180,3706,1853
D19,2022-10-01,185300,111180,3706,1853
D19,2022-11-01,185300,111180,3706,1853
D19,2022-12-01,185300,111180,3706,1853
D19,2023-01-01,185300,111180,3706,1853
D19,2023-02-01,185300,111180,3706,1853
D19,2023-03-01,185300,111180,3706,1853
D20,2019-04-01,138300,82980,2766,1383
D20,2019-05-01,138300,82980,2766,1383
D20,2019-06-01,138300,82980,2766,1383
D20,2019-07-01,138300,82980,2766,1383
D20,2019-08-01,138300,82980,2766,1383
D20,2019-09-01,138300,82980,2766,1383
D20,2019-10-01,138300,82980,2766,1383
D20,2019-11-01,138300,82980,2766,1383
D20,2019-12-01,138300,82980,2766,1383
D20,2020-01-01,138300,82980,2766,1383
D20,2020-02-01,138300,82980,2766,1383
D20,2020-03-01,138300,82980,2766,1383
D20,2020-04-01,138300,82980,2766,1383
D20,2020-05-01,138300,82980,2766,1383
D20,2020-06-01,138300,82980,2766,1383
D20,2020-07-01,138300,82980,2766,1383
D20,2020-08-01,138300,82980,2766,1383
D20,2020-09-01,138300,82980,2766,1383
D20,2020-10-01,138300,82980,2766,1383
D20,2020-11-01,138300,82980,2766,1383
D20,2020-12-01,138300,82980,2766,1383
D20,2021-01-01,138300,82980,2766,1383
D20,2021-02-01,138300,82980,2766,1383
D20,2021-03-01,138300,82980,2766,1383
D20,2021-04-01,138300,82980,2766,1383
D20,2021-05-01,138300,82980,2766,1383
D20,2021-06-01,138300,82980,2766,1383
D20,2021-07-01,138300,82980,2766,1383
D20,2021-08-01,138300,82980,2766,1383
D20,2021-09-01,138300,82980,2766,1383
D20,2021-10-01,138300,82980,2766,1383
D20,2021-11-01,138300,82980,2766,1383
D20,2021-12-01,138300,82980,2766,1383
D20,2022-01-01,138300,82980,2766,1383
D20,2022-02-01,138300,82980,2766,1383
D20,2022-03-01,138300,82980,2766,1383
D20,2022-04-01,138300,82980,2766,1383
D20,2022-05-01,138300,82980,2766,1383
D20,2022-06-01,138300,82980,2766,1383
D20,2022-07-01,138300,82980,2766,1383
D20,2022-08-01,138300,82980,2766,1383
D20,2022-09-01,138300,82980,2766,1383
D20,2022-10-01,138300,82980,2766,1383
D20,2022-11-01,138300,82980,2766,1383
D20,2022-12-01,138300,82980,2766,1383
D20,2023-01-01,138300,82980,2766,1383
D20,2023-02-01,138300,82980,2766,1383
D20,2023-03-01,138300,82980,2766,1383
D21,2019-04-01,123000,73800,2460,1230
D21,2019-05-01,123000,73800,2460,1230
D21,2019-06-01,123000,73800,2460,1230
D21,2019-07-01,123000,73800,2460,1230
D21,2019-08-01,123000,73800,2460,1230
D21,2019-09-01,123000,73800,2460,1230
D21,2019-10-01,123000,73800,2460,1230
D21,2019-11-01,123000,73800,2460,1230
D21,2019-12-01,123000,73800,2460,1230
D21,2020-01-01,123000,73800,2460,1230
D21,2020-02-01,123000,73800,2460,1230
D21,2020-03-01,123000,73800,2460,1230
D21,2020-04-01,123000,73800,2460,1230
D21,2020-05-01,123000,73800,2460,1230
D21,2020-06-01,123000,73800,2460,1230
D21,2020-07-01,123000,73800,2460,1230
D21,2020-08-01,123000,73800,2460,1230
D21,2020-09-01,123000,73800,2460,1230
D21,2020-10-01,123000,73800,2460,1230
D21,2020-11-01,123000,73800,2460,1230
D21,2020-12-01,123000,73800,2460,1230
D21,2021-01-01,123000,73800,2460,1230
D21,2021-02-01,123000,73800,2460,1230
D21,2021-03-01,123000,73800,2460,1230
D21,2021-04-01,123000,73800,2460,1230
D21,2021-05-01,123000,73800,2460,1230
D21,2021-06-01,123000,73800,2460,1230
D21,2021-07-01,123000,73800,2460,1230
D21,2021-08-01,123000,73800,2460,1230
D21,2021-09-01,123000,73800,2460,1230
D21,2021-10-01,123000,73800,2460,1230
D21,2021-11-01,123000,73800,2460,1230
D21,2021-12-01,123000,73800,2460,1230
D21,2022-01-01,123000,73800,2460,1230
D21,2022-02-01,123000,73800,2460,1230
D21,2022-03-01,123000,73800,2460,1230
D21,2022-04-01,123000,73800,2460,1230
D21,2022-05-01,123000,73800,2460,1230
D21,2022-06-01,123000,73800,2460,1230
D21,2022-07-01,123000,73800,2460,1230
D21,2022-08-01,123000,73800,2460,1230
D21,2022-09-01,123000,73800,2460,1230
D21,2022-10-01,123000,73800,2460,1230
D21,2022-11-01,123000,73800,2460,1230
D21,2022-12-01,123000,73800,2460,1230
D21,2023-01-01,123000,73800,2460,1230
D21,2023-02-01,123000,73800,2460,1230
D21,2023-03-01,123000,73800,2460,1230
D22,2019-04-01,110400,66240,2208,1104
D22,2019-05-01,110400,66240,2208,1104
D22,2019-06-01,110400,66240,2208,1104
D22,2019-07-01,110400,66240,2208,1104
D22,2019-08-01,110400,66240,2208,1104
D22,2019-09-01,110400,66240,2208,1104
D22,2019-10-01,110400,66240,2208,1104
D22,2019-11-01,110400,66240,2208,1104
D22,2019-12-01,110400,66240,2208,1104
D22,2020-01-01,110400,66240,2208,1104
D22,2020-02-01,110400,66240,2208,1104
D22,2020-03-01,110400,66240,2208,1104
D22,2020-04-01,110400,66240,2208,1104
D22,2020-05-01,110400,66240,2208,1104
D22,2020-06-01,110400,66240,2208,1104
D22,2020-07-01,110400,66240,2208,1104
D22,2020-08-01,110400,66240,2208,1104
D22,2020-09-01,110400,66240,2208,1104
D22,2020-10-01,110400,66240,2208,1104
D22,2020-11-01,110400,66240,2208,1104
D22,2020-12-01,110400,66240,2208,1104
D22,2021-01-01,110400,66240,2208,1104
D22,2021-02-01,110400,66240,2208,1104
D22,2021-03-01,110400,66240,2208,1104
D22,2021-04-01,110400,66240,2208,1104
D22,2021-05-01,110400,66240,2208,1104
D22,2021-06-01,110400,66240,2208,1104
D22,2021-07-01,110400,66240,2208,1104
D22,2021-08-01,110400,66240,2208,1104
D22,2021-09-01,110400,66240,2208,1104
D22,2021-10-01,110400,66240,2208,1104
D22,2021-11-01,110400,66240,2208,1104
D22,2021-12-01,110400,66240,2208,1104
D22,2022-01-01,110400,66240,2208,1104
D22,2022-02-01,110400,66240,2208,1104
D22,2022-03-01,110400,66240,2208,1104
D22,2022-04-01,110400,66240,2208,1104
D22,2022-05-01,110400,66240,2208,1104
D22,2022-06-01,110400,66240,2208,1104
D22,2022-07-01,110400,66240,2208,1104
D22,2022-08-01,110400,66240,2208,1104
D22,2022-09-01,110400,66240,2208,1104
D22,2022-10-01,110400,66240,2208,1104
D22,2022-11-01,110400,66240,2208,1104
D22,2022-12-01,110400,66240,2208,1104
D22,2023-01-01,110400,66240,2208,1104
D22,2023-02-01,110400,66240,2208,1104
D22,2023-03-01,110400,66240,2208,1104
D23,2019-04-01,176800,106080,3536,1768
D23,2019-05-01,176800,106080,3536,1768
D23,2019-06-01,176800,106080,3536,1768
D23,2019-07-01,176800,106080,3536,1768
D23,2019-08-01,176800,106080,3536,1768
D23,2019-09-01,176800,106080,3536,1768
D23,2019-10-01,176800,106080,3536,1768
D23,2019-11-01,176800,106080,3536,1768
D23,2019-12-01,176800,106080,3536,1768
D23,2020-01-01,176800,106080,3536,1768
D23,2020-02-01,176800,106080,3536,1768
D23,2020-03-01,176800,106080,3536,1768
D23,2020-04-01,176800,106080,3536,1768
D23,2020-05-01,176800,106080,3536,1768
D23,2020-06-01,176800,106080,3536,1768
D23,2020-07-01,176800,106080,3536,1768
D23,2020-08-01,176800,106080,3536,1768
D23,2020-09-01,176800,106080,3536,1768
D23,2020-10-01,176800,106080,3536,1768
D23,2020-11-01,176800,106080,3536,1768
D23,2020-12-01,176800,106080,3536,1768
D23,2021-01-01,176800,106080,3536,1768
D23,2021-02-01,176800,106080,3536,1768
D23,2021-03-01,176800,106080,3536,1768
D23,2021-04-01,176800,106080,3536,1768
D23,2021-05-01,176800,106080,3536,1768
D23,2021-06-01,176800,106080,3536,1768
D23,2021-07-01,176800,106080,3536,1768
D23,2021-08-01,176800,106080,3536,1768
D23,2021-09-01,176800,106080,3536,1768
D23,2021-10-01,176800,106080,3536,1768
D23,2021-11-01,176800,106080,3536,1768
D23,2021-12-01,176800,106080,3536,1768
D23,2022-01-01,176800,106080,3536,1768
D23,2022-02-01,176800,106080,3536,1768
D23,2022-03-01,176800,106080,3536,1768
D23,2022-04-01,176800,106080,3536,1768
D23,2022-05-01,176800,106080,3536,1768
D23,2022-06-01,176800,106080,3536,1768
D23,2022-07-01,176800,106080,3536,1768
D23,2022-08-01,176800,106080,3536,1768
D23,2022-09-01,176800,106080,3536,1768
D23,2022-10-01,176800,106080,3536,1768
D23,2022-11-01,176800,106080,3536,1768
D23,2022-12-01,176800,106080,3536,1768
D23,2023-01-01,176800,106080,3536,1768
D23,2023-02-01,176800,106080,3536,1768
D23,2023-03-01,176800,106080,3536,1768
D24,2019-04-01,157800,94680,3156,1578
D24,2019-05-01,157800,94680,3156,1578
D24,2019-06-01,157800,94680,3156,1578
D24,2019-07-01,157800,94680,3156,1578
D24,2019-08-01,157800,94680,3156,1578
D24,2019-09-01,157800,94680,3156,1578
D24,2019-10-01,157800,94680,3156,1578
D24,2019-11-01,157800,94680,3156,1578
D24,2019-12-01,157800,94680,3156,1578
D24,2020-01-01,157800,94680,3156,1578
D24,2020-02-01,157800,94680,3156,1578
D24,2020-03-01,157800,94680,3156,1578
D24,2020-04-01,157800,94680,3156,1578
D24,2020-05-01,157800,94680,3156,1578
D24,2020-06-01,157800,94680,3156,1578
D24,2020-07-01,157800,94680,3156,1578
D24,2020-08-01,157800,94680,3156,1578
D24,2020-09-01,157800,94680,3156,1578
D24,2020-10-01,157800,94680,3156,1578
D24,2020-11-01,157800,94680,3156,1578
D24,2020-12-01,157800,94680,3156,1578
D24,2021-01-01,157800,94680,3156,1578
D24,2021-02-01,157800,94680,3156,1578
D24,2021-03-01,157800,94680,3156,1578
D24,2021-04-01,157800,94680,3156,1578
D24,2021-05-01,157800,94680,3156,1578
D24,2021-06-01,157800,94680,3156,1578
D24,2021-07-01,157800,94680,3156,1578
D24,2021-08-01,157800,94680,3156,1578
D24,2021-09-01,157800,94680,3156,1578
D24,2021-10-01,157800,94680,3156,1578
D24,2021-11-01,157800,94680,3156,1578
D24,2021-12-01,157800,94680,3156,1578
D24,2022-01-01,157800,94680,3156,1578
D24,2022-02-01,157800,94680,3156,1578
D24,2022-03-01,157800,94680,3156,1578
D24,2022-04-01,157800,94680,3156,1578
D24,2022-05-01,157800,94680,3156,1578
D24,2022-06-01,157800,94680,3156,1578
D24,2022-07-01,157800,94680,3156,1578
D24,2022-08-01,157800,94680,3156,1578
D24,2022-09-01,157800,94680,3156,1578
D24,2022-10-01,157800,94680,3156,1578
D24,2022-11-01,157800,94680,3156,1578
D24,2022-12-01,157800,94680,3156,1578
D24,2023-01-01,157800,94680,3156,1578
D24,2023-02-01,157800,94680,3156,1578
D24,2023-03-01,157800,94680,3156,1578
D25,2019-04-01,177300,106380,3546,1773
D25,2019-05-01,177300,106380,3546,1773
D25,2019-06-01,177300,106380,3546,1773
D25,2019-07-01,177300,106380,3546,1773
D25,2019-08-01,177300,106380,3546,1773
D25,2019-09-01,177300,106380,3546,1773
D25,2019-10-01,177300,106380,3546,1773
D25,2019-11-01,177300,106380,3546,1773
D25,2019-12-01,177300,106380,3546,1773
D25,2020-01-01,177300,106380,3546,1773
D25,2020-02-01,177300,106380,3546,1773
D25,2020-03-01,177300,106380,3546,1773
D25,2020-04-01,177300,106380,3546,1773
D25,2020-05-01,177300,106380,3546,1773
D25,2020-06-01,177300,106380,3546,1773
D25,2020-07-01,177300,106380,3546,1773
D25,2020-08-01,177300,106380,3546,1773
D25,2020-09-01,177300,106380,3546,1773
D25,2020-10-01,177300,106380,3546,1773
D25,2020-11-01,177300,106380,3546,1773
D25,2020-12-01,177300,106380,3546,1773
D25,2021-01-01,177300,106380,3546,1773
D25,2021-02-01,177300,106380,3546,1773
D25,2021-03-01,177300,106380,3546,1773
D25,2021-04-01,177300,106380,3546,1773
D25,2021-05-01,177300,106380,3546,1773
D25,2021-06-01,177300,106380,3546,1773
D25,2021-07-01,177300,106380,3546,1773
D25,2021-08-01,177300,106380,3546,1773
D25,2021-09-01,177300,106380,3546,1773
D25,2021-10-01,177300,106380,3546,1773
D25,2021-11-01,177300,106380,3546,1773
D25,2021-12-01,177300,106380,3546,1773
D25,2022-01-01,177300,106380,3546,1773
D25,2022-02-01,177300,106380,3546,1773
D25,2022-03-01,177300,106380,3546,1773
D25,2022-04-01,177300,106380,3546,1773
D25,2022-05-01,177300,106380,3546,1773
D25,2022-06-01,177300,106380,3546,1773
D25,2022-07-01,177300,106380,3546,1773
D25,2022-08-01,177300,106380,3546,1773
D25,2022-09-01,177300,106380,3546,1773
D25,2022-10-01,177300,106380,3546,1773
D25,2022-11-01,177300,106380,3546,1773
D25,2022-12-01,177300,106380,3546,1773
D25,2023-01-01,177300,106380,3546,1773
D25,2023-02-01,177300,106380,3546,1773
D25,2023-03-01,177300,106380,3546,1773
D26,2019-04-01,165500,99300,3310,1655
D26,2019-05-01,165500,99300,3310,1655
D26,2019-06-01,165500,99300,3310,1655
D26,2019-07-01,165500,99300,3310,1655
D26,2019-08-01,165500,99300,3310,1655
D26,2019-09-01,165500,99300,3310,1655
D26,2019-10-01,165500,99300,3310,1655
D26,2019-11-01,165500,99300,3310,1655
D26,2019-12-01,165500,99300,3310,1655
D26,2020-01-01,165500,99300,3310,1655
D26,2020-02-01,165500,99300,3310,1655
D26,2020-03-01,165500,99300,3310,1655
D26,2020-04-01,165500,99300,3310,1655
D26,2020-05-01,165500,99300,3310,1655
D26,2020-06-01,165500,99300,3310,1655
D26,2020-07-01,165500,99300,3310,1655
D26,2020-08-01,165500,99300,3310,1655
D26,2020-09-01,165500,99300,3310,1655
D26,2020-10-01,165500,99300,3310,1655
D26,2020-11-01,165500,99300,3310,1655
D26,2020-12-01,165500,99300,3310,1655
D26,2021-01-01,165500,99300,3310,1655
D26,2021-02-01,165500,99300,3310,1655
D26,2021-03-01,165500,99300,3310,1655
D26,2021-04-01,165500,99300,3310,1655
D26,2021-05-01,165500,99300,3310,1655
D26,2021-06-01,165500,99300,3310,1655
D26,2021-07-01,165500,99300,3310,1655
D26,2021-08-01,165500,99300,3310,1655
D26,2021-09-01,165500,99300,3310,1655
D26,2021-10-01,165500,99300,3310,1655
D26,2021-11-01,165500,99300,3310,1655
D26,2021-12-01,165500,99300,3310,1655
D26,2022-01-01,165500,99300,3310,1655
D26,2022-02-01,165500,99300,3310,1655
D26,2022-03-01,165500,99300,3310,1655
D26,2022-04-01,165500,99300,3310,1655
D26,2022-05-01,165500,99300,3310,1655
D26,2022-06-01,165500,99300,3310,1655
D26,2022-07-01,165500,99300,3310,1655
D26,2022-08-01,165500,99300,3310,1655
D26,2022-09-01,165500,99300,3310,1655
D26,2022-10-01,165500,99300,3310,1655
D26,2022-11-01,165500,99300,3310,1655
D26,2022-12-01,165500,99300,3310,1655
D26,2023-01-01,165500,99300,3310,1655
D26,2023-02-01,165500,99300,3310,1655
D26,2023-03-01,165500,99300,3310,1655
D27,2019-04-01,96500,57900,1930,965
D27,2019-05-01,96500,57900,1930,965
D27,2019-06-01,96500,57900,1930,965
D27,2019-07-01,96500,57900,1930,965
D27,2019-08-01,96500,57900,1930,965
D27,2019-09-01,96500,57900,1930,965
D27,2019-10-01,96500,57900,1930,965
D27,2019-11-01,96500,57900,1930,965
D27,2019-12-01,96500,57900,1930,965
D27,2020-01-01,96500,57900,1930,965
D27,2020-02-01,96500,57900,1930,965
D27,2020-03-01,96500,57900,1930,965
D27,2020-04-01,96500,57900,1930,965
D27,2020-05-01,96500,57900,1930,965
D27,2020-06-01,96500,57900,1930,965
D27,2020-07-01,96500,57900,1930,965
D27,2020-08-01,96500,57900,1930,965
D27,2020-09-01,96500,57900,1930,965
D27,2020-10-01,96500,57900,1930,965
D27,2020-11-01,96500,57900,1930,965
D27,2020-12-01,96500,57900,1930,965
D27,2021-01-01,96500,57900,1930,965
D27,2021-02-01,96500,57900,1930,965
D27,2021-03-01,96500,57900,1930,965
D27,2021-04-01,96500,57900,1930,965
D27,2021-05-01,96500,57900,1930,965
D27,2021-06-01,96500,57900,1930,965
D27,2021-07-01,96500,57900,1930,965
D27,2021-08-01,96500,57900,1930,965
D27,2021-09-01,96500,57900,1930,965
D27,2021-10-01,96500,57900,1930,965
D27,2021-11-01,96500,57900,1930,965
