dist_code,month,sector,investment in cr
D16,2021-08-01,Textiles,55.0
D16,2021-09-01,Pharma,55.0
D16,2021-10-01,IT,55.0
D16,2021-11-01,Pharma,55.0
D16,2021-12-01,IT,55.0
D16,2022-01-01,Manufacturing,55.0
D16,2022-02-01,Manufacturing,55.0
D16,2022-03-01,Pharma,55.0
D16,2022-04-01,Textiles,55.0
D16,2022-05-01,Food,55.0
D16,2022-06-01,Textiles,55.0
D16,2022-07-01,IT,55.0
D16,2022-08-01,Pharma,55.0
D16,2022-09-01,Manufacturing,55.0
D16,2022-10-01,IT,55.0
D16,2022-11-01,Pharma,55.0
D16,2022-12-01,Pharma,55.0
D16,2023-01-01,Food,55.0
D16,2023-02-01,IT,55.0
D16,2023-03-01,Pharma,55.0
D17,2019-04-01,Textiles,58.1
D17,2019-05-01,IT,58.1
D17,2019-06-01,IT,58.1
D17,2019-07-01,Manufacturing,58.1
D17,2019-08-01,Manufacturing,58.1
D17,2019-09-01,IT,58.1
D17,2019-10-01,Textiles,58.1
D17,2019-11-01,Food,58.1
D17,2019-12-01,Food,58.1
D17,2020-01-01,Pharma,58.1
D17,2020-02-01,Textiles,58.1
D17,2020-03-01,Pharma,58.1
D17,2020-04-01,IT,58.1
D17,2020-05-01,Manufacturing,58.1
D17,2020-06-01,Food,58.1
D17,2020-07-01,Manufacturing,58.1
D17,2020-08-01,Manufacturing,58.1
D17,2020-09-01,Manufacturing,58.1
D17,2020-10-01,IT,58.1
D17,2020-11-01,IT,58.1
D17,2020-12-01,Pharma,58.1
D17,2021-01-01,IT,58.1
D17,2021-02-01,Textiles,58.1
D17,2021-03-01,Food,58.1
D17,2021-04-01,Textiles,58.1
D17,2021-05-01,Pharma,58.1
D17,2021-06-01,Manufacturing,58.1
D17,2021-07-01,Manufacturing,58.1
D17,2021-08-01,Manufacturing,58.1
D17,2021-09-01,Food,58.1
D17,2021-10-01,Manufacturing,58.1
D17,2021-11-01,Pharma,58.1
D17,2021-12-01,Food,58.1
D17,2022-01-01,Manufacturing,58.1
D17,2022-02-01,Textiles,58.1
D17,2022-03-01,IT,58.1
D17,2022-04-01,Textiles,58.1
D17,2022-05-01,Textiles,58.1
D17,2022-06-01,Food,58.1
D17,2022-07-01,IT,58.1
D17,2022-08-01,Food,58.1
D17,2022-09-01,IT,58.1
D17,2022-10-01,IT,58.1
D17,2022-11-01,Food,58.1
D17,2022-12-01,IT,58.1
D17,2023-01-01,Food,58.1
D17,2023-02-01,Textiles,58.1
D17,2023-03-01,Pharma,58.1
D18,2019-04-01,Textiles,52.0
D18,2019-05-01,Pharma,52.0
D18,2019-06-01,Manufacturing,52.0
D18,2019-07-01,Manufacturing,52.0
D18,2019-08-01,Pharma,52.0
D18,2019-09-01,Manufacturing,52.0
D18,2019-10-01,IT,52.0
D18,2019-11-01,Pharma,52.0
D18,2019-12-01,Food,52.0
D18,2020-01-01,Pharma,52.0
D18,2020-02-01,Food,52.0
D18,2020-03-01,Textiles,52.0
D18,2020-04-01,Manufacturing,52.0
D18,2020-05-01,Food,52.0
D18,2020-06-01,Food,52.0
D18,2020-07-01,Food,52.0
D18,2020-08-01,Food,52.0
D18,2020-09-01,Food,52.0
D18,2020-10-01,Food,52.0
D18,2020-11-01,IT,52.0
D18,2020-12-01,Textiles,52.0
D18,2021-01-01,Textiles,52.0
D18,2021-02-01,Textiles,52.0
D18,2021-03-01,Food,52.0
D18,2021-04-01,Food,52.0
D18,2021-05-01,IT,52.0
D18,2021-06-01,Textiles,52.0
D18,2021-07-01,Food,52.0
D18,2021-08-01,Food,52.0
D18,2021-09-01,Pharma,52.0
D18,2021-10-01,IT,52.0
D18,2021-11-01,IT,52.0
D18,2021-12-01,IT,52.0
D18,2022-01-01,Manufacturing,52.0
D18,2022-02-01,Pharma,52.0
D18,2022-03-01,Manufacturing,52.0
D18,2022-04-01,Textiles,52.0
D18,2022-05-01,Pharma,52.0
D18,2022-06-01,Textiles,52.0
D18,2022-07-01,Textiles,52.0
D18,2022-08-01,Food,52.0
D18,2022-09-01,Pharma,52.0
D18,2022-10-01,IT,52.0
D18,2022-11-01,Manufacturing,52.0
D18,2022-12-01,Food,52.0
D18,2023-01-01,Food,52.0
D18,2023-02-01,Textiles,52.0
D18,2023-03-01,Pharma,52.0
D19,2019-04-01,Food,185.3
D19,2019-05-01,Pharma,185.3
D19,2019-06-01,Textiles,185.3
D19,2019-07-01,Pharma,185.3
D19,2019-08-01,Food,185.3
D19,2019-09-01,Manufacturing,185.3
D19,2019-10-01,Food,185.3
D19,2019-11-01,Textiles,185.3
D19,2019-12-01,Textiles,185.3
D19,2020-01-01,Pharma,185.3
D19,2020-02-01,Manufacturing,185.3
D19,2020-03-01,Manufacturing,185.3
D19,2020-04-01,Textiles,185.3
D19,2020-05-01,Food,185.3
D19,2020-06-01,Textiles,185.3
D19,2020-07-01,Textiles,185.3
D19,2020-08-01,Pharma,185.3
D19,2020-09-01,Pharma,185.3
D19,2020-10-01,Food,185.3
D19,2020-11-01,Manufacturing,185.3
D19,2020-12-01,Food,185.3
D19,2021-01-01,Food,185.3
D19,2021-02-01,Food,185.3
D19,2021-03-01,Pharma,185.3
D19,2021-04-01,Pharma,185.3
D19,2021-05-01,Pharma,185.3
D19,2021-06-01,Manufacturing,185.3
D19,2021-07-01,Manufacturing,185.3
D19,2021-08-01,Textiles,185.3
D19,2021-09-01,Textiles,185.3
D19,2021-10-01,Pharma,185.3
D19,2021-11-01,Textiles,185.3
D19,2021-12-01,Manufacturing,185.3
D19,2022-01-01,Textiles,185.3
D19,2022-02-01,Pharma,185.3
D19,2022-03-01,Pharma,185.3
D19,2022-04-01,Textiles,185.3
D19,2022-05-01,Manufacturing,185.3
D19,2022-06-01,Pharma,185.3
D19,2022-07-01,Textiles,185.3
D19,2022-08-01,IT,185.3
D19,2022-09-01,IT,185.3
D19,2022-10-01,Pharma,185.3
D19,2022-11-01,IT,185.3
D19,2022-12-01,Manufacturing,185.3
D19,2023-01-01,Food,185.3
D19,2023-02-01,IT,185.3
D19,2023-03-01,Food,185.3
D20,2019-04-01,Pharma,138.3
D20,2019-05-01,Manufacturing,138.3
D20,2019-06-01,Manufacturing,138.3
D20,2019-07-01,Pharma,138.3
D20,2019-08-01,Manufacturing,138.3
D20,2019-09-01,Pharma,138.3
D20,2019-10-01,Food,138.3
D20,2019-11-01,Food,138.3
D20,2019-12-01,IT,138.3
D20,2020-01-01,IT,138.3
D20,2020-02-01,Manufacturing,138.3
D20,2020-03-01,Textiles,138.3
D20,2020-04-01,Food,138.3
D20,2020-05-01,Manufacturing,138.3
D20,2020-06-01,Textiles,138.3
D20,2020-07-01,Pharma,138.3
D20,2020-08-01,IT,138.3
D20,2020-09-01,Manufacturing,138.3
D20,2020-10-01,Food,138.3
D20,2020-11-01,Pharma,138.3
D20,2020-12-01,IT,138.3
D20,2021-01-01,IT,138.3
D20,2021-02-01,IT,138.3
D20,2021-03-01,Manufacturing,138.3
D20,2021-04-01,IT,138.3
D20,2021-05-01,IT,138.3
D20,2021-06-01,Manufacturing,138.3
D20,2021-07-01,Manufacturing,138.3
D20,2021-08-01,Manufacturing,138.3
D20,2021-09-01,Manufacturing,138.3
D20,2021-10-01,Manufacturing,138.3
D20,2021-11-01,Pharma,138.3
D20,2021-12-01,Textiles,138.3
D20,2022-01-01,Textiles,138.3
D20,2022-02-01,Food,138.3
D20,2022-03-01,IT,138.3
D20,2022-04-01,Textiles,138.3
D20,2022-05-01,Textiles,138.3
D20,2022-06-01,Food,138.3
D20,2022-07-01,Food,138.3
D20,2022-08-01,Pharma,138.3
D20,2022-09-01,Food,138.3
D20,2022-10-01,Food,138.3
D20,2022-11-01,Manufacturing,138.3
D20,2022-12-01,Food,138.3
D20,2023-01-01,IT,138.3
D20,2023-02-01,Food,138.3
D20,2023-03-01,Manufacturing,138.3
D21,2019-04-01,Manufacturing,123.0
D21,2019-05-01,Manufacturing,123.0
D21,2019-06-01,Manufacturing,123.0
D21,2019-07-01,Food,123.0
D21,2019-08-01,Food,123.0
D21,2019-09-01,Textiles,123.0
D21,2019-10-01,Manufacturing,123.0
D21,2019-11-01,Pharma,123.0
D21,2019-12-01,Food,123.0
D21,2020-01-01,IT,123.0
D21,2020-02-01,Pharma,123.0
D21,2020-03-01,Pharma,123.0
D21,2020-04-01,Food,123.0
D21,2020-05-01,Food,123.0
D21,2020-06-01,Food,123.0
D21,2020-07-01,IT,123.0
D21,2020-08-01,Manufacturing,123.0
D21,2020-09-01,Food,123.0
D21,2020-10-01,Pharma,123.0
D21,2020-11-01,Manufacturing,123.0
D21,2020-12-01,Pharma,123.0
D21,2021-01-01,Food,123.0
D21,2021-02-01,Pharma,123.0
D21,2021-03-01,Food,123.0
D21,2021-04-01,Food,123.0
D21,2021-05-01,IT,123.0
D21,2021-06-01,IT,123.0
D21,2021-07-01,Textiles,123.0
D21,2021-08-01,IT,123.0
D21,2021-09-01,Manufacturing,123.0
D21,2021-10-01,IT,123.0
D21,2021-11-01,IT,123.0
D21,2021-12-01,Pharma,123.0
D21,2022-01-01,Food,123.0
D21,2022-02-01,Textiles,123.0
D21,2022-03-01,Manufacturing,123.0
D21,2022-04-01,IT,123.0
D21,2022-05-01,Textiles,123.0
D21,2022-06-01,IT,123.0
D21,2022-07-01,IT,123.0
D21,2022-08-01,Textiles,123.0
D21,2022-09-01,Textiles,123.0
D21,2022-10-01,IT,123.0
D21,2022-11-01,Food,123.0
D21,2022-12-01,Manufacturing,123.0
D21,2023-01-01,Food,123.0
D21,2023-02-01,IT,123.0
D21,2023-03-01,Food,123.0
D22,2019-04-01,Food,110.4
D22,2019-05-01,IT,110.4
D22,2019-06-01,Textiles,110.4
D22,2019-07-01,Manufacturing,110.4
D22,2019-08-01,Food,110.4
D22,2019-09-01,Textiles,110.4
D22,2019-10-01,Food,110.4
D22,2019-11-01,Textiles,110.4
D22,2019-12-01,IT,110.4
D22,2020-01-01,IT,110.4
D22,2020-02-01,Food,110.4
D22,2020-03-01,Food,110.4
D22,2020-04-01,Manufacturing,110.4
D22,2020-05-01,Pharma,110.4
D22,2020-06-01,Food,110.4
D22,2020-07-01,Food,110.4
D22,2020-08-01,Pharma,110.4
D22,2020-09-01,IT,110.4
D22,2020-10-01,Food,110.4
D22,2020-11-01,Manufacturing,110.4
D22,2020-12-01,IT,110.4
D22,2021-01-01,Food,110.4
D22,2021-02-01,Pharma,110.4
D22,2021-03-01,Pharma,110.4
D22,2021-04-01,Textiles,110.4
D22,2021-05-01,Food,110.4
D22,2021-06-01,Food,110.4
D22,2021-07-01,Textiles,110.4
D22,2021-08-01,Textiles,110.4
D22,2021-09-01,IT,110.4
D22,2021-10-01,Textiles,110.4
D22,2021-11-01,Pharma,110.4
D22,2021-12-01,Food,110.4
D22,2022-01-01,Pharma,110.4
D22,2022-02-01,Manufacturing,110.4
D22,2022-03-01,Manufacturing,110.4
D22,2022-04-01,Food,110.4
D22,2022-05-01,Pharma,110.4
D22,2022-06-01,IT,110.4
D22,2022-07-01,Pharma,110.4
D22,2022-08-01,Pharma,110.4
D22,2022-09-01,Manufacturing,110.4
D22,2022-10-01,IT,110.4
D22,2022-11-01,Pharma,110.4
D22,2022-12-01,Manufacturing,110.4
D22,2023-01-01,Textiles,110.4
D22,2023-02-01,Pharma,110.4
D22,2023-03-01,Pharma,110.4
D23,2019-04-01,Textiles,176.8
D23,2019-05-01,Textiles,176.8
D23,2019-06-01,Food,176.8
D23,2019-07-01,Food,176.8
D23,2019-08-01,IT,176.8
D23,2019-09-01,IT,176.8
D23,2019-10-01,IT,176.8
D23,2019-11-01,IT,176.8
D23,2019-12-01,IT,176.8
D23,2020-01-01,Textiles,176.8
D23,2020-02-01,Textiles,176.8
D23,2020-03-01,Food,176.8
D23,2020-04-01,Food,176.8
D23,2020-05-01,Manufacturing,176.8
D23,2020-06-01,IT,176.8
D23,2020-07-01,IT,176.8
D23,2020-08-01,Manufacturing,176.8
D23,2020-09-01,Manufacturing,176.8
D23,2020-10-01,IT,176.8
D23,2020-11-01,Food,176.8
D23,2020-12-01,Textiles,176.8
D23,2021-01-01,Pharma,176.8
D23,2021-02-01,Food,176.8
D23,2021-03-01,Pharma,176.8
D23,2021-04-01,IT,176.8
D23,2021-05-01,Manufacturing,176.8
D23,2021-06-01,Textiles,176.8
D23,2021-07-01,Food,176.8
D23,2021-08-01,Pharma,176.8
D23,2021-09-01,Pharma,176.8
D23,2021-10-01,Pharma,176.8
D23,2021-11-01,Textiles,176.8
D23,2021-12-01,Manufacturing,176.8
D23,2022-01-01,Food,176.8
D23,2022-02-01,Food,176.8
D23,2022-03-01,Pharma,176.8
D23,2022-04-01,Manufacturing,176.8
D23,2022-05-01,Textiles,176.8
D23,2022-06-01,IT,176.8
D23,2022-07-01,Pharma,176.8
D23,2022-08-01,Food,176.8
D23,2022-09-01,Textiles,176.8
D23,2022-10-01,Pharma,176.8
D23,2022-11-01,Food,176.8
D23,2022-12-01,Manufacturing,176.8
D23,2023-01-01,Textiles,176.8
D23,2023-02-01,Manufacturing,176.8
D23,2023-03-01,Manufacturing,176.8
D24,2019-04-01,IT,157.8
D24,2019-05-01,Textiles,157.8
D24,2019-06-01,Manufacturing,157.8
D24,2019-07-01,Textiles,157.8
D24,2019-08-01,Pharma,157.8
D24,2019-09-01,Pharma,157.8
D24,2019-10-01,Textiles,157.8
D24,2019-11-01,Pharma,157.8
D24,2019-12-01,Food,157.8
D24,2020-01-01,Textiles,157.8
D24,2020-02-01,Textiles,157.8
D24,2020-03-01,Pharma,157.8
D24,2020-04-01,IT,157.8
D24,2020-05-01,IT,157.8
D24,2020-06-01,Pharma,157.8
D24,2020-07-01,Food,157.8
D24,2020-08-01,Manufacturing,157.8
D24,2020-09-01,Food,157.8
D24,2020-10-01,IT,157.8
D24,2020-11-01,Food,157.8
D24,2020-12-01,Pharma,157.8
D24,2021-01-01,Food,157.8
D24,2021-02-01,IT,157.8
D24,2021-03-01,Textiles,157.8
D24,2021-04-01,Food,157.8
D24,2021-05-01,IT,157.8
D24,2021-06-01,Food,157.8
D24,2021-07-01,Manufacturing,157.8
D24,2021-08-01,Manufacturing,157.8
D24,2021-09-01,Manufacturing,157.8
D24,2021-10-01,Food,157.8
D24,2021-11-01,Pharma,157.8
D24,2021-12-01,IT,157.8
D24,2022-01-01,Pharma,157.8
D24,2022-02-01,IT,157.8
D24,2022-03-01,Pharma,157.8
D24,2022-04-01,IT,157.8
D24,2022-05-01,Pharma,157.8
D24,2022-06-01,Textiles,157.8
D24,2022-07-01,Textiles,157.8
D24,2022-08-01,Manufacturing,157.8
D24,2022-09-01,Textiles,157.8
D24,2022-10-01,IT,157.8
D24,2022-11-01,Textiles,157.8
D24,2022-12-01,Textiles,157.8
D24,2023-01-01,Textiles,157.8
D24,2023-02-01,Manufacturing,157.8
D24,2023-03-01,IT,157.8
D25,2019-04-01,Textiles,177.3
D25,2019-05-01,Manufacturing,177.3
D25,2019-06-01,Manufacturing,177.3
D25,2019-07-01,Pharma,177.3
D25,2019-08-01,Pharma,177.3
D25,2019-09-01,Manufacturing,177.3
D25,2019-10-01,Pharma,177.3
D25,2019-11-01,Pharma,177.3
D25,2019-12-01,Manufacturing,177.3
D25,2020-01-01,Manufacturing,177.3
D25,2020-02-01,IT,177.3
D25,2020-03-01,IT,177.3
D25,2020-04-01,Textiles,177.3
D25,2020-05-01,Food,177.3
D25,2020-06-01,Pharma,177.3
D25,2020-07-01,Pharma,177.3
D25,2020-08-01,Food,177.3
D25,2020-09-01,Food,177.3
D25,2020-10-01,IT,177.3
D25,2020-11-01,IT,177.3
D25,2020-12-01,IT,177.3
D25,2021-01-01,Textiles,177.3
D25,2021-02-01,Food,177.3
D25,2021-03-01,Food,177.3
D25,2021-04-01,IT,177.3
D25,2021-05-01,Manufacturing,177.3
D25,2021-06-01,Pharma,177.3
D25,2021-07-01,Food,177.3
D25,2021-08-01,Textiles,177.3
D25,2021-09-01,IT,177.3
D25,2021-10-01,Manufacturing,177.3
D25,2021-11-01,Manufacturing,177.3
D25,2021-12-01,Manufacturing,177.3
D25,2022-01-01,Manufacturing,177.3
D25,2022-02-01,Manufacturing,177.3
D25,2022-03-01,IT,177.3
D25,2022-04-01,Pharma,177.3
D25,2022-05-01,Manufacturing,177.3
D25,2022-06-01,Pharma,177.3
D25,2022-07-01,Food,177.3
D25,2022-08-01,Food,177.3
D25,2022-09-01,IT,177.3
D25,2022-10-01,Textiles,177.3
D25,2022-11-01,Food,177.3
D25,2022-12-01,Food,177.3
D25,2023-01-01,IT,177.3
D25,2023-02-01,IT,177.3
D25,2023-03-01,Food,177.3
D26,2019-04-01,IT,165.5
D26,2019-05-01,Pharma,165.5
D26,2019-06-01,Pharma,165.5
D26,2019-07-01,Pharma,165.5
D26,2019-08-01,Manufacturing,165.5
D26,2019-09-01,IT,165.5
D26,2019-10-01,Pharma,165.5
D26,2019-11-01,Manufacturing,165.5
D26,2019-12-01,Manufacturing,165.5
D26,2020-01-01,Textiles,165.5
D26,2020-02-01,IT,165.5
D26,2020-03-01,Pharma,165.5
D26,2020-04-01,Manufacturing,165.5
D26,2020-05-01,Manufacturing,165.5
D26,2020-06-01,Food,165.5
D26,2020-07-01,Pharma,165.5
D26,2020-08-01,Food,165.5
D26,2020-09-01,Pharma,165.5
D26,2020-10-01,Manufacturing,165.5
D26,2020-11-01,IT,165.5
D26,2020-12-01,Manufacturing,165.5
D26,2021-01-01,Pharma,165.5
D26,2021-02-01,Manufacturing,165.5
D26,2021-03-01,IT,165.5
D26,2021-04-01,IT,165.5
D26,2021-05-01,Pharma,165.5
D26,2021-06-01,Food,165.5
D26,2021-07-01,Food,165.5
D26,2021-08-01,IT,165.5
D26,2021-09-01,Textiles,165.5
D26,2021-10-01,Manufacturing,165.5
D26,2021-11-01,Food,165.5
D26,2021-12-01,Manufacturing,165.5
D26,2022-01-01,IT,165.5
D26,2022-02-01,Food,165.5
D26,2022-03-01,Textiles,165.5
D26,2022-04-01,Pharma,165.5
D26,2022-05-01,IT,165.5
D26,2022-06-01,IT,165.5
D26,2022-07-01,Pharma,165.5
D26,2022-08-01,Manufacturing,165.5
D26,2022-09-01,Food,165.5
D26,2022-10-01,Pharma,165.5
D26,2022-11-01,Food,165.5
D26,2022-12-01,Manufacturing,165.5
D26,2023-01-01,Textiles,165.5
D26,2023-02-01,Textiles,165.5
D26,2023-03-01,Textiles,165.5
D27,2019-04-01,IT,96.5
D27,2019-05-01,Pharma,96.5
D27,2019-06-01,Textiles,96.5
D27,2019-07-01,Pharma,96.5
D27,2019-08-01,IT,96.5
D27,2019-09-01,IT,96.5
D27,2019-10-01,Textiles,96.5
D27,2019-11-01,Food,96.5
D27,2019-12-01,Textiles,96.5
D27,2020-01-01,Food,96.5
D27,2020-02-01,IT,96.5
D27,2020-03-01,Textiles,96.5
D27,2020-04-01,Manufacturing,96.5
D27,2020-05-01,Food,96.5
D27,2020-06-01,IT,96.5
D27,2020-07-01,IT,96.5
D27,2020-08-01,IT,96.5
D27,2020-09-01,Pharma,96.5
D27,2020-10-01,IT,96.5
D27,2020-11-01,Textiles,96.5
D27,2020-12-01,Manufacturing,96.5
D27,2021-01-01,IT,96.5
D27,2021-02-01,Pharma,96.5
D27,2021-03-01,Manufacturing,96.5
D27,2021-04-01,IT,96.5
D27,2021-05-01,Textiles,96.5
D27,2021-06-01,Manufacturing,96.5
D27,2021-07-01,Food,96.5
D27,2021-08-01,Food,96.5
D27,2021-09-01,Manufacturing,96.5
D27,2021-10-01,Pharma,96.5
D27,2021-11-01,IT,96.5
D27,2021-12-01,Pharma,96.5
D27,2022-01-01,Pharma,96.5
D27,2022-02-01,Food,96.5
D27,2022-03-01,Textiles,96.5
D27,2022-04-01,Pharma,96.5
D27,2022-05-01,Pharma,96.5
D27,2022-06-01,Food,96.5
D27,2022-07-01,Textiles,96.5
D27,2022-08-01,Food,96.5
D27,2022-09-01,Manufacturing,96.5
D27,2022-10-01,Manufacturing,96.5
D27,2022-11-01,IT,96.5
D27,2022-12-01,Manufacturing,96.5
D27,2023-01-01,IT,96.5
D27,2023-02-01,Pharma,96.5
D27,2023-03-01,Pharma,96.5
D28,2019-04-01,Food,137.8
D28,2019-05-01,Textiles,137.8
D28,2019-06-01,Manufacturing,137.8
D28,2019-07-01,Food,137.8
D28,2019-08-01,Manufacturing,137.8
D28,2019-09-01,Textiles,137.8
D28,2019-10-01,Textiles,137.8
D28,2019-11-01,IT,137.8
D28,2019-12-01,Food,137.8
D28,2020-01-01,IT,137.8
D28,2020-02-01,Textiles,137.8
D28,2020-03-01,Textiles,137.8
D28,2020-04-01,Textiles,137.8
D28,2020-05-01,Manufacturing,137.8
D28,2020-06-01,Pharma,137.8
D28,2020-07-01,Pharma,137.8
D28,2020-08-01,Pharma,137.8
D28,2020-09-01,IT,137.8
D28,2020-10-01,Pharma,137.8
D28,2020-11-01,Food,137.8
D28,2020-12-01,Pharma,137.8
D28,2021-01-01,IT,137.8
D28,2021-02-01,IT,137.8
D28,2021-03-01,Pharma,137.8
D28,2021-04-01,Food,137.8
D28,2021-05-01,IT,137.8
D28,2021-06-01,Pharma,137.8
D28,2021-07-01,IT,137.8
D28,2021-08-01,Manufacturing,137.8
D28,2021-09-01,Food,137.8
D28,2021-10-01,Food,137.8
D28,2021-11-01,Pharma,137.8
D28,2021-12-01,IT,137.8
D28,2022-01-01,Pharma,137.8
D28,2022-02-01,Food,137.8
D28,2022-03-01,Manufacturing,137.8
D28,2022-04-01,Food,137.8
D28,2022-05-01,IT,137.8
D28,2022-06-01,Food,137.8
D28,2022-07-01,Manufacturing,137.8
D28,2022-08-01,IT,137.8
D28,2022-09-01,Manufacturing,137.8
D28,2022-10-01,IT,137.8
D28,2022-11-01,Manufacturing,137.8
D28,2022-12-01,Food,137.8
D28,2023-01-01,Manufacturing,137.8
D28,2023-02-01,Food,137.8
D28,2023-03-01,Manufacturing,137.8
D29,2019-04-01,Pharma,95.9
D29,2019-05-01,Food,95.9
D29,2019-06-01,Food,95.9
D29,2019-07-01,Food,95.9
D29,2019-08-01,Manufacturing,95.9
D29,2019-09-01,Textiles,95.9
D29,2019-10-01,IT,95.9
D29,2019-11-01,Pharma,95.9
D29,2019-12-01,Textiles,95.9
D29,2020-01-01,Pharma,95.9
D29,2020-02-01,Textiles,95.9
D29,2020-03-01,Textiles,95.9
D29,2020-04-01,IT,95.9
D29,2020-05-01,Pharma,95.9
D29,2020-06-01,Pharma,95.9
D29,2020-07-01,Manufacturing,95.9
D29,2020-08-01,Pharma,95.9
D29,2020-09-01,Textiles,95.9
D29,2020-10-01,Textiles,95.9
D29,2020-11-01,Textiles,95.9
D29,2020-12-01,IT,95.9
D29,2021-01-01,Pharma,95.9
D29,2021-02-01,Manufacturing,95.9
D29,2021-03-01,Pharma,95.9
D29,2021-04-01,Food,95.9
D29,2021-05-01,Food,95.9
D29,2021-06-01,Food,95.9
D29,2021-07-01,IT,95.9
D29,2021-08-01,Textiles,95.9
D29,2021-09-01,Manufacturing,95.9
D29,2021-10-01,Manufacturing,95.9
D29,2021-11-01,Manufacturing,95.9
D29,2021-12-01,Food,95.9
D29,2022-01-01,Pharma,95.9
D29,2022-02-01,Textiles,95.9
D29,2022-03-01,IT,95.9
D29,2022-04-01,Food,95.9
D29,2022-05-01,Manufacturing,95.9
D29,2022-06-01,Food,95.9
D29,2022-07-01,Textiles,95.9
D29,2022-08-01,Pharma,95.9
D29,2022-09-01,Food,95.9
D29,2022-10-01,Textiles,95.9
D29,2022-11-01,IT,95.9
D29,2022-12-01,Pharma,95.9
D29,2023-01-01,Textiles,95.9
D29,2023-02-01,Pharma,95.9
D29,2023-03-01,Food,95.9
D30,2019-04-01,Pharma,153.1
D30,2019-05-01,Textiles,153.1
D30,2019-06-01,Pharma,153.1
D30,2019-07-01,IT,153.1
D30,2019-08-01,Manufacturing,153.1
D30,2019-09-01,Pharma,153.1
D30,2019-10-01,IT,153.1
D30,2019-11-01,Pharma,153.1
D30,2019-12-01,Textiles,153.1
D30,2020-01-01,Manufacturing,153.1
D30,2020-02-01,Textiles,153.1
D30,2020-03-01,Food,153.1
D30,2020-04-01,Manufacturing,153.1
D30,2020-05-01,Textiles,153.1
D30,2020-06-01,Manufacturing,153.1
D30,2020-07-01,Textiles,153.1
D30,2020-08-01,Textiles,153.1
D30,2020-09-01,Food,153.1
D30,2020-10-01,Pharma,153.1
D30,2020-11-01,Manufacturing,153.1
D30,2020-12-01,Textiles,153.1
D30,2021-01-01,Manufacturing,153.1
D30,2021-02-01,IT,153.1
D30,2021-03-01,Textiles,153.1
D30,2021-04-01,Pharma,153.1
D30,2021-05-01,Manufacturing,153.1
D30,2021-06-01,Textiles,153.1
D30,2021-07-01,Textiles,153.1
D30,2021-08-01,IT,153.1
D30,2021-09-01,Pharma,153.1
D30,2021-10-01,IT,153.1
D30,2021-11-01,Food,153.1
D30,2021-12-01,Pharma,153.1
D30,2022-01-01,Food,153.1
D30,2022-02-01,Textiles,153.1
D30,2022-03-01,Manufacturing,153.1
D30,2022-04-01,IT,153.1
D30,2022-05-01,Manufacturing,153.1
D30,2022-06-01,Manufacturing,153.1
D30,2022-07-01,Food,153.1
D30,2022-08-01,Pharma,153.1
D30,2022-09-01,Textiles,153.1
D30,2022-10-01,Manufacturing,153.1
D30,2022-11-01,IT,153.1
D30,2022-12-01,Textiles,153.1
D30,2023-01-01,Pharma,153.1
D30,2023-02-01,Textiles,153.1
D30,2023-03-01,Textiles,153.1
D31,2019-04-01,IT,146.5
D31,2019-05-01,Textiles,146.5
D31,2019-06-01,IT,146.5
D31,2019-07-01,Manufacturing,146.5
D31,2019-08-01,IT,146.5
D31,2019-09-01,IT,146.5
D31,2019-10-01,IT,146.5
D31,2019-11-01,Food,146.5
D31,2019-12-01,Textiles,146.5
D31,2020-01-01,Manufacturing,146.5
D31,2020-02-01,Manufacturing,146.5
D31,2020-03-01,IT,146.5
D31,2020-04-01,Food,146.5
D31,2020-05-01,Pharma,146.5
D31,2020-06-01,Manufacturing,146.5
D31,2020-07-01,Pharma,146.5
D31,2020-08-01,IT,146.5
D31,2020-09-01,Manufacturing,146.5
D31,2020-10-01,IT,146.5
D31,2020-11-01,Manufacturing,146.5
D31,2020-12-01,Food,146.5
D31,2021-01-01,Manufacturing,146.5
D31,2021-02-01,Manufacturing,146.5
D31,2021-03-01,Manufacturing,146.5
D31,2021-04-01,Textiles,146.5
D31,2021-05-01,IT,146.5
D31,2021-06-01,IT,146.5
D31,2021-07-01,IT,146.5
D31,2021-08-01,Pharma,146.5
D31,2021-09-01,Manufacturing,146.5
D31,2021-10-01,Manufacturing,146.5
D31,2021-11-01,Food,146.5
D31,2021-12-01,Textiles,146.5
D31,2022-01-01,Textiles,146.5
D31,2022-02-01,Pharma,146.5
D31,2022-03-01,Textiles,146.5
D31,2022-04-01,Food,146.5
D31,2022-05-01,IT,146.5
D31,2022-06-01,Food,146.5
D31,2022-07-01,Textiles,146.5
D31,2022-08-01,Food,146.5
D31,2022-09-01,IT,146.5
D31,2022-10-01,Food,146.5
D31,2022-11-01,Textiles,146.5
D31,2022-12-01,IT,146.5
D31,2023-01-01,Textiles,146.5
D31,2023-02-01,Manufacturing,146.5
D31,2023-03-01,Manufacturing,146.5
D32,2019-04-01,Pharma,88.9
D32,2019-05-01,Food,88.9
D32,2019-06-01,IT,88.9
D32,2019-07-01,Textiles,88.9
D32,2019-08-01,Manufacturing,88.9
D32,2019-09-01,Manufacturing,88.9
D32,2019-10-01,Pharma,88.9
D32,2019-11-01,Food,88.9
D32,2019-12-01,Food,88.9
D32,2020-01-01,Food,88.9
D32,2020-02-01,Textiles,88.9
D32,2020-03-01,Pharma,88.9
D32,2020-04-01,Textiles,88.9
