date,fiscal_year,month,dist_code,district,vehicle_sales,registrations,permits,companies,jobs,investment,documents_registered,revenue,estamp_challans,date_id,quarter
2020-06-01,2020,6,5,Khammam,11412,4535,1385,140,566,90791846,10954,7645925,10331,18,Q2
2020-07-01,2020,7,5,Khammam,13133,1220,1895,197,405,22809404,21013,5078563,15140,19,Q3
2020-08-01,2020,8,5,Khammam,9329,3223,1368,179,1707,47973487,10746,5013087,15363,20,Q3
2020-09-01,2020,9,5,Khammam,14808,4149,1459,186,1988,90867536,20505,3276726,8750,21,Q3
2020-10-01,2020,10,5,Khammam,14217,3351,1363,258,820,38008508,29141,6176269,10489,22,Q4
2020-11-01,2020,11,5,Khammam,5160,3147,861,106,1738,50594269,16850,6178270,16272,23,Q4
2020-12-01,2020,12,5,Khammam,5857,3708,1589,262,1429,99841199,14467,6075456,6951,24,Q4
2021-01-01,2021,1,5,Khammam,8853,3352,2352,139,639,1784395,46197,7687688,5542,25,Q1
2021-02-01,2021,2,5,Khammam,5217,3858,626,280,313,39978620,15237,5994873,15426,26,Q1
2021-03-01,2021,3,5,Khammam,8335,2913,2807,288,1664,40814190,46164,8721948,13474,27,Q1
2021-04-01,2021,4,5,Khammam,11602,3905,851,263,1817,24156338,19865,5795497,6145,28,Q2
2021-05-01,2021,5,5,Khammam,8420,2783,2229,258,986,43483833,49044,7813337,14013,29,Q2
2021-06-01,2021,6,5,Khammam,14565,1554,2733,239,225,89310917,21548,4169591,23552,30,Q2
2021-07-01,2021,7,5,Khammam,14876,1467,1626,80,483,97636139,42545,6358954,16288,31,Q3
2021-08-01,2021,8,5,Khammam,8892,1812,2805,57,1622,37086206,46822,7153669,12574,32,Q3
2021-09-01,2021,9,5,Khammam,14981,2309,2641,256,596,97747578,28311,5349882,20692,33,Q3
2021-10-01,2021,10,5,Khammam,12608,4707,955,189,1326,38852175,36426,4667924,11068,34,Q4
2021-11-01,2021,11,5,Khammam,8073,2309,1964,85,1520,39567450,33914,7876215,16498,35,Q4
2021-12-01,2021,12,5,Khammam,11298,3424,2437,286,1573,91893126,35167,8580053,8950,36,Q4
2022-01-01,2022,1,5,Khammam,11906,3444,1648,215,1549,85968054,36990,6657183,6013,37,Q1
2022-02-01,2022,2,5,Khammam,8036,4330,2738,292,1382,32379194,22678,1502775,14420,38,Q1
2022-03-01,2022,3,5,Khammam,8458,3774,2403,195,423,55234246,14155,7703849,15359,39,Q1
2022-04-01,2022,4,5,Khammam,8245,1435,2145,270,1518,13558367,22073,3299628,21660,40,Q2
2022-05-01,2022,5,5,Khammam,6291,1663,2717,219,265,30473196,45087,3538864,15545,41,Q2
2022-06-01,2022,6,5,Khammam,8991,3466,2895,237,1676,40061850,20940,4742128,6247,42,Q2
2022-07-01,2022,7,5,Khammam,13766,1205,1490,189,978,16279101,37845,9549695,10274,43,Q3
2022-08-01,2022,8,5,Khammam,9972,3003,1315,144,145,1389273,44651,2726383,8289,44,Q3
2022-09-01,2022,9,5,Khammam,12349,2216,1276,242,969,29895820,33436,4045754,19090,45,Q3
2022-10-01,2022,10,5,Khammam,10687,4253,1813,75,1599,36328700,30438,9706020,9277,46,Q4
2022-11-01,2022,11,5,Khammam,6108,4692,1895,295,1275,60602088,38548,3117822,11027,47,Q4
2022-12-01,2022,12,5,Khammam,11436,4538,2252,223,687,97700807,14578,8710179,23797,48,Q4
2023-01-01,2023,1,5,Khammam,6916,1200,1875,70,826,44597324,29191,3230192,11108,49,Q1
2023-02-01,2023,2,5,Khammam,14185,4822,1863,210,607,60094503,29560,1908032,7712,50,Q1
2023-03-01,2023,3,5,Khammam,9148,3641,2665,141,1008,45481126,42516,8837382,19428,51,Q1
2023-04-01,2023,4,5,Khammam,7685,4500,660,201,209,37078940,12196,3240543,17714,52,Q2
2023-05-01,2023,5,5,Khammam,7377,1961,2512,280,174,71549435,43020,2201339,15609,53,Q2
2023-06-01,2023,6,5,Khammam,9136,4205,1773,114,934,17286510,14782,1253886,6060,54,Q2
2023-07-01,2023,7,5,Khammam,13962,3499,1022,109,652,98147294,40816,6508736,23089,55,Q3
2023-08-01,2023,8,5,Khammam,5245,1876,2774,284,525,33185153,47723,3884618,15951,56,Q3
2023-09-01,2023,9,5,Khammam,6320,2127,1796,68,517,72781432,46107,9764370,8843,57,Q3
2023-10-01,2023,10,5,Khammam,12379,4037,921,53,566,30633973,41491,2694085,9128,58,Q4
2023-11-01,2023,11,5,Khammam,6684,3463,2028,156,830,45107693,43912,5790137,9533,59,Q4
2023-12-01,2023,12,5,Khammam,7973,3036,2836,277,1829,60975595,10128,8869538,18842,60,Q4
2019-01-01,2019,1,6,Adilabad,12842,1380,2997,87,965,28551685,13028,2044783,17936,1,Q1
2019-02-01,2019,2,6,Adilabad,14251,4404,2163,70,749,80469888,14382,3184862,24406,2,Q1
2019-03-01,2019,3,6,Adilabad,14009,1586,2199,199,1810,8427008,37145,2565544,14489,3,Q1
2019-04-01,2019,4,6,Adilabad,7131,3292,1714,62,1345,6072497,14652,6760261,7625,4,Q2
2019-05-01,2019,5,6,Adilabad,14782,4695,2706,248,1795,22922506,30643,3098497,12244,5,Q2
2019-06-01,2019,6,6,Adilabad,14274,1077,1979,130,625,78406820,42000,7788634,9002,6,Q2
2019-07-01,2019,7,6,Adilabad,9969,2742,2918,215,1685,16298712,48869,3123817,11699,7,Q3
2019-08-01,2019,8,6,Adilabad,13773,1286,778,279,1541,48951192,16796,2052019,24702,8,Q3
2019-09-01,2019,9,6,Adilabad,12037,1900,955,238,1537,7158687,35388,1471534,12468,9,Q3
2019-10-01,2019,10,6,Adilabad,9914,2685,1974,178,780,82987306,17063,5043740,13852,10,Q4
2019-11-01,2019,11,6,Adilabad,11946,3325,2964,183,1590,21911343,19017,4418615,13427,11,Q4
2019-12-01,2019,12,6,Adilabad,5578,1058,2662,253,797,27577055,38617,5955661,17582,12,Q4
2020-01-01,2020,1,6,Adilabad,12260,1553,2880,280,1372,92696875,33703,6844836,18893,13,Q1
2020-02-01,2020,2,6,Adilabad,13199,3235,1710,204,465,10683470,12564,3382426,20977,14,Q1
2020-03-01,2020,3,6,Adilabad,12180,2095,1974,175,1680,83040307,38226,4790698,8070,15,Q1
2020-04-01,2020,4,6,Adilabad,13595,1228,1819,58,1161,11063639,41483,6198882,9769,16,Q2
2020-05-01,2020,5,6,Adilabad,10308,4906,1877,256,1780,28378549,13140,3346562,16577,17,Q2
2020-06-01,2020,6,6,Adilabad,9665,2089,1706,83,201,65601430,47315,6554041,11554,18,Q2
2020-07-01,2020,7,6,Adilabad,7891,3327,1329,76,365,92878729,47273,3546216,17495,19,Q3
2020-08-01,2020,8,6,Adilabad,5066,1962,554,247,436,77913544,15249,3719653,23387,20,Q3
2020-09-01,2020,9,6,Adilabad,9547,4571,2815,98,1237,8101699,36260,3855730,24523,21,Q3
2020-10-01,2020,10,6,Adilabad,5135,3376,2034,205,378,23231749,38236,9241298,9698,22,Q4
2020-11-01,2020,11,6,Adilabad,9950,2720,2266,230,429,70364185,25063,4627503,9035,23,Q4
2020-12-01,2020,12,6,Adilabad,6407,1054,684,91,868,55594452,35241,4775218,13794,24,Q4
2021-01-01,2021,1,6,Adilabad,8796,2537,1765,127,995,93506909,31336,6768251,21090,25,Q1
2021-02-01,2021,2,6,Adilabad,7626,1615,536,66,619,67724776,14133,3150954,10704,26,Q1
2021-03-01,2021,3,6,Adilabad,13607,4818,991,65,954,53433827,49175,9729578,5811,27,Q1
2021-04-01,2021,4,6,Adilabad,14931,1461,1834,167,1897,76968599,39395,6443905,20837,28,Q2
2021-05-01,2021,5,6,Adilabad,11162,1021,2897,248,1222,98163239,39688,8562595,13180,29,Q2
2021-06-01,2021,6,6,Adilabad,13390,4267,2069,105,333,24401999,30206,5609426,12937,30,Q2
2021-07-01,2021,7,6,Adilabad,12863,2469,2020,202,1096,76836877,20623,5694651,13737,31,Q3
2021-08-01,2021,8,6,Adilabad,6305,4936,2921,115,1516,90565285,34520,7920490,19614,32,Q3
2021-09-01,2021,9,6,Adilabad,5239,3292,1614,165,1143,53008972,29194,5130245,10167,33,Q3
2021-10-01,2021,10,6,Adilabad,5878,4169,1576,92,1640,8305323,23432,5866568,13501,34,Q4
2021-11-01,2021,11,6,Adilabad,9582,3148,535,98,1201,60749922,24507,1009240,18052,35,Q4
2021-12-01,2021,12,6,Adilabad,8832,4857,604,100,970,9033808,45118,8741758,16142,36,Q4
2022-01-01,2022,1,6,Adilabad,6381,1711,2194,241,1818,47250645,48757,5588940,15085,37,Q1
2022-02-01,2022,2,6,Adilabad,6265,1193,2887,52,713,43269859,16080,1536016,7388,38,Q1
2022-03-01,2022,3,6,Adilabad,11111,2992,1029,102,372,94291326,37924,1342437,7369,39,Q1
2022-04-01,2022,4,6,Adilabad,10988,2450,2077,236,1370,36528123,27125,6269178,19254,40,Q2
2022-05-01,2022,5,6,Adilabad,12316,1814,2244,261,592,34935138,20057,9307283,13875,41,Q2
2022-06-01,2022,6,6,Adilabad,9315,2185,1760,63,1148,44106433,49659,1974745,23249,42,Q2
2022-07-01,2022,7,6,Adilabad,14100,2055,2671,64,1738,17385279,22748,7217767,17291,43,Q3
2022-08-01,2022,8,6,Adilabad,5631,2720,2935,185,1397,8897832,24114,8733449,5779,44,Q3
2022-09-01,2022,9,6,Adilabad,11334,4808,1074,177,1624,28063837,43307,7734407,11012,45,Q3
2022-10-01,2022,10,6,Adilabad,13787,3761,2496,77,1592,92765871,21660,2112052,7040,46,Q4
2022-11-01,2022,11,6,Adilabad,14063,4631,2421,124,1405,67388024,12801,1136185,23626,47,Q4
2022-12-01,2022,12,6,Adilabad,8401,4376,1218,287,1008,49544869,17236,5597814,12104,48,Q4
2023-01-01,2023,1,6,Adilabad,13344,1639,896,142,950,58691694,21937,8192439,5250,49,Q1
2023-02-01,2023,2,6,Adilabad,7898,2634,2637,150,1019,36828756,25385,7682264,7901,50,Q1
2023-03-01,2023,3,6,Adilabad,11151,1001,2301,95,1881,25083141,21086,9203952,15499,51,Q1
2023-04-01,2023,4,6,Adilabad,11672,4369,1017,74,1628,26321107,20319,8137944,18689,52,Q2
2023-05-01,2023,5,6,Adilabad,13050,1708,1757,100,1371,80677099,12518,4892664,8171,53,Q2
2023-06-01,2023,6,6,Adilabad,7092,3098,2404,147,1502,41486795,17620,8077617,20536,54,Q2
2023-07-01,2023,7,6,Adilabad,13055,1939,1442,102,607,69459505,27380,3988051,24982,55,Q3
2023-08-01,2023,8,6,Adilabad,11152,4496,2029,173,938,25271180,36855,2494812,6581,56,Q3
2023-09-01,2023,9,6,Adilabad,7480,3183,2759,209,144,36578632,46506,3031876,23761,57,Q3
2023-10-01,2023,10,6,Adilabad,13919,3381,2577,234,1297,85818153,32663,8395995,19990,58,Q4
2023-11-01,2023,11,6,Adilabad,13268,1956,2642,50,673,30203877,49699,6992937,9593,59,Q4
2023-12-01,2023,12,6,Adilabad,8739,2241,2207,290,1811,39959883,28541,2087438,12011,60,Q4
2019-01-01,2019,1,7,Mahabubnagar,5679,3878,1632,187,775,64528711,24547,6797634,12960,1,Q1
2019-02-01,2019,2,7,Mahabubnagar,5488,4480,1255,269,1094,9125386,47419,2201360,19628,2,Q1
2019-03-01,2019,3,7,Mahabubnagar,8803,3162,2951,256,1495,33900831,46587,1594800,10591,3,Q1
2019-04-01,2019,4,7,Mahabubnagar,5727,1352,768,122,1980,66967291,37993,6633418,9857,4,Q2
2019-05-01,2019,5,7,Mahabubnagar,11052,3680,2002,127,843,90864878,49207,1522125,13213,5,Q2
2019-06-01,2019,6,7,Mahabubnagar,6997,1679,1433,242,583,15806855,31444,8846736,14194,6,Q2
2019-07-01,2019,7,7,Mahabubnagar,14505,2126,779,157,324,72537880,37679,3435494,12667,7,Q3
2019-08-01,2019,8,7,Mahabubnagar,12321,3810,1938,273,1824,33000185,40039,4596886,15580,8,Q3
2019-09-01,2019,9,7,Mahabubnagar,13240,4648,676,295,1775,72206152,15633,8793784,6363,9,Q3
2019-10-01,2019,10,7,Mahabubnagar,7618,2345,2230,55,228,16953240,35678,3441398,22653,10,Q4
2019-11-01,2019,11,7,Mahabubnagar,12258,1581,1172,91,1221,36866137,46950,6164143,13044,11,Q4
2019-12-01,2019,12,7,Mahabubnagar,10652,2284,2181,137,767,82088468,28848,4831512,10863,12,Q4
2020-01-01,2020,1,7,Mahabubnagar,7649,3857,1809,187,1832,41736842,22454,1479371,17354,13,Q1
2020-02-01,2020,2,7,Mahabubnagar,5408,2116,2363,242,1772,64294632,37649,4575198,10448,14,Q1
2020-03-01,2020,3,7,Mahabubnagar,7390,3259,785,242,652,18209180,22815,8876920,22457,15,Q1
2020-04-01,2020,4,7,Mahabubnagar,14563,4588,2295,162,1175,36064534,16029,5411045,5984,16,Q2
2020-05-01,2020,5,7,Mahabubnagar,5593,2495,1630,199,1439,53810157,31264,9705268,12500,17,Q2
2020-06-01,2020,6,7,Mahabubnagar,10166,4018,1566,244,967,68005626,48932,3152915,23361,18,Q2
2020-07-01,2020,7,7,Mahabubnagar,12135,2462,2985,211,1532,80720033,21847,7031306,9177,19,Q3
2020-08-01,2020,8,7,Mahabubnagar,13455,3142,718,165,519,18940877,43100,8039877,8094,20,Q3
2020-09-01,2020,9,7,Mahabubnagar,13126,3351,1389,219,1477,94537384,31745,1693073,14929,21,Q3
2020-10-01,2020,10,7,Mahabubnagar,13480,4556,1744,110,836,23432280,44815,9689326,9439,22,Q4
2020-11-01,2020,11,7,Mahabubnagar,10504,1478,2053,114,384,72032561,20009,3046896,5413,23,Q4
2020-12-01,2020,12,7,Mahabubnagar,11150,4664,1666,198,532,4078333,37997,2447315,7230,24,Q4
2021-01-01,2021,1,7,Mahabubnagar,13091,1393,2569,225,903,84337552,16894,4147927,20963,25,Q1
2021-02-01,2021,2,7,Mahabubnagar,13863,4966,1739,271,123,96034730,18234,8359057,9944,26,Q1
2021-03-01,2021,3,7,Mahabubnagar,7771,2704,1222,95,1731,45496492,33826,2249607,16669,27,Q1
2021-04-01,2021,4,7,Mahabubnagar,13642,3327,1079,79,211,77868382,47372,9640048,9165,28,Q2
2021-05-01,2021,5,7,Mahabubnagar,10444,4564,820,279,1551,37822086,14323,4349958,11504,29,Q2
2021-06-01,2021,6,7,Mahabubnagar,14780,3571,1695,218,761,91415997,49759,6635831,8694,30,Q2
2021-07-01,2021,7,7,Mahabubnagar,8879,4916,1671,208,317,20454584,38027,6745112,15239,31,Q3
2021-08-01,2021,8,7,Mahabubnagar,5577,3373,655,215,563,50447070,42189,3834095,22633,32,Q3
2021-09-01,2021,9,7,Mahabubnagar,14874,3167,2768,57,1037,20136536,12164,7903034,13265,33,Q3
2021-10-01,2021,10,7,Mahabubnagar,11376,2397,2174,88,212,19300669,34876,4562230,5253,34,Q4
2021-11-01,2021,11,7,Mahabubnagar,5021,4090,2720,182,1282,28458970,49816,9976260,15177,35,Q4
2021-12-01,2021,12,7,Mahabubnagar,13593,4053,970,238,1157,44920905,23389,1358349,7652,36,Q4
2022-01-01,2022,1,7,Mahabubnagar,9956,2063,699,86,153,89185976,27533,3372183,16075,37,Q1
2022-02-01,2022,2,7,Mahabubnagar,7564,2779,756,271,1273,95726612,49255,8089950,21792,38,Q1
2022-03-01,2022,3,7,Mahabubnagar,8962,2054,948,141,1493,4184958,23969,6977501,19794,39,Q1
2022-04-01,2022,4,7,Mahabubnagar,7081,1901,1669,164,1974,15349625,14177,7500199,23551,40,Q2
2022-05-01,2022,5,7,Mahabubnagar,9428,1541,565,73,629,25011852,23483,2646731,20577,41,Q2
2022-06-01,2022,6,7,Mahabubnagar,12982,2637,1138,84,280,42961464,26527,8744948,19267,42,Q2
2022-07-01,2022,7,7,Mahabubnagar,8978,1610,598,178,1228,17379739,41102,3590140,24877,43,Q3
2022-08-01,2022,8,7,Mahabubnagar,10003,1046,1022,189,147,68623575,49198,9478408,5903,44,Q3
2022-09-01,2022,9,7,Mahabubnagar,14295,1699,1449,208,578,87489442,31457,4355568,17727,45,Q3
2022-10-01,2022,10,7,Mahabubnagar,8621,1815,1717,133,1219,21575168,36024,6712254,9958,46,Q4
2022-11-01,2022,11,7,Mahabubnagar,11642,3382,2109,223,1021,91708307,11487,7899055,21753,47,Q4
2022-12-01,2022,12,7,Mahabubnagar,11301,2426,1813,157,1681,66491710,13814,7989759,17359,48,Q4
2023-01-01,2023,1,7,Mahabubnagar,5609,2127,1262,272,712,27949396,27282,3514700,22088,49,Q1
2023-02-01,2023,2,7,Mahabubnagar,14150,3160,1695,145,1479,87721648,28939,6836174,10039,50,Q1
2023-03-01,2023,3,7,Mahabubnagar,5100,2887,770,213,1397,97752285,14827,9778192,10553,51,Q1
2023-04-01,2023,4,7,Mahabubnagar,5638,1721,2927,174,946,20175796,38605,6129534,19455,52,Q2
2023-05-01,2023,5,7,Mahabubnagar,14964,1555,564,118,466,45985196,28735,1490629,10484,53,Q2
2023-06-01,2023,6,7,Mahabubnagar,7780,3266,1569,147,1762,27599254,48560,2505424,24024,54,Q2
2023-07-01,2023,7,7,Mahabubnagar,8077,1221,2231,145,1653,12899667,17271,9679954,20935,55,Q3
2023-08-01,2023,8,7,Mahabubnagar,13469,3268,1309,173,614,60416105,29138,1443043,23524,56,Q3
2023-09-01,2023,9,7,Mahabubnagar,9446,4014,2676,209,443,13640434,15299,7306222,6714,57,Q3
2023-10-01,2023,10,7,Mahabubnagar,11656,3461,1483,205,1254,21603162,15725,3581177,16446,58,Q4
2023-11-01,2023,11,7,Mahabubnagar,7047,2261,1374,232,1962,26581280,25279,9201306,17597,59,Q4
2023-12-01,2023,12,7,Mahabubnagar,13841,4833,1097,236,296,28152476,13851,5599542,8823,60,Q4
2019-01-01,2019,1,8,Nalgonda,14977,1279,889,294,1773,15638351,31133,9289998,7003,1,Q1
2019-02-01,2019,2,8,Nalgonda,12322,4268,2809,256,531,44213511,41288,7817735,11898,2,Q1
2019-03-01,2019,3,8,Nalgonda,14014,4555,1177,89,1378,52240356,48005,2566420,7078,3,Q1
2019-04-01,2019,4,8,Nalgonda,11594,3769,1856,83,831,29171984,15026,9346148,13710,4,Q2
2019-05-01,2019,5,8,Nalgonda,9309,3830,2960,277,861,54671936,34792,9404039,16886,5,Q2
2019-06-01,2019,6,8,Nalgonda,6464,2037,529,62,1537,16013477,44486,4860957,18098,6,Q2
2019-07-01,2019,7,8,Nalgonda,8942,4216,1503,287,1071,33718234,43384,9606295,24890,7,Q3
2019-08-01,2019,8,8,Nalgonda,6760,1296,2805,235,1735,95052561,31190,2039090,11870,8,Q3
2019-09-01,2019,9,8,Nalgonda,6261,3183,534,69,1252,61517564,31541,9948606,16901,9,Q3
2019-10-01,2019,10,8,Nalgonda,12124,3904,2815,57,464,8855494,42985,5423057,14657,10,Q4
2019-11-01,2019,11,8,Nalgonda,11112,3370,2249,132,1193,17241704,29559,9431153,6958,11,Q4
2019-12-01,2019,12,8,Nalgonda,13395,4813,585,164,436,6738642,25385,5698678,5427,12,Q4
2020-01-01,2020,1,8,Nalgonda,10384,2466,969,69,1879,88133007,38931,5915768,7552,13,Q1
2020-02-01,2020,2,8,Nalgonda,10765,1234,1325,63,719,30761776,33235,9245841,10356,14,Q1
2020-03-01,2020,3,8,Nalgonda,11713,3922,2260,204,1716,57986854,26641,6970884,13929,15,Q1
2020-04-01,2020,4,8,Nalgonda,13701,3451,2879,143,1423,34212238,22896,6885587,9014,16,Q2
2020-05-01,2020,5,8,Nalgonda,5101,1978,1381,83,1024,67176333,10687,8345751,10658,17,Q2
2020-06-01,2020,6,8,Nalgonda,12902,1856,1488,139,172,4058237,47358,9086086,21033,18,Q2
2020-07-01,2020,7,8,Nalgonda,5523,3161,939,142,1978,14946645,10048,9921308,8946,19,Q3
2020-08-01,2020,8,8,Nalgonda,12135,1537,2359,249,1970,25204333,42453,6473886,11895,20,Q3
2020-09-01,2020,9,8,Nalgonda,10582,1186,2671,252,914,16765730,44435,2081813,20951,21,Q3
2020-10-01,2020,10,8,Nalgonda,6976,2495,2268,252,438,33900523,21645,4012443,23969,22,Q4
2020-11-01,2020,11,8,Nalgonda,12040,4192,552,284,1065,99063580,40772,9095950,22031,23,Q4
2020-12-01,2020,12,8,Nalgonda,5139,1657,2020,263,1203,34388191,25031,3349853,17893,24,Q4
2021-01-01,2021,1,8,Nalgonda,13912,2166,1024,90,239,51135448,39212,1342723,17578,25,Q1
2021-02-01,2021,2,8,Nalgonda,12159,2899,1498,181,1083,22994772,13883,5220960,17274,26,Q1
2021-03-01,2021,3,8,Nalgonda,10838,4644,2899,269,532,53488358,29910,3349711,22135,27,Q1
2021-04-01,2021,4,8,Nalgonda,14995,2882,1871,211,1270,17042482,15411,2333464,18194,28,Q2
2021-05-01,2021,5,8,Nalgonda,5256,3004,806,228,1004,67267432,43280,3010229,10775,29,Q2
2021-06-01,2021,6,8,Nalgonda,9488,4132,656,232,206,9148812,42694,3192192,10421,30,Q2
2021-07-01,2021,7,8,Nalgonda,11032,3673,2464,191,1017,75937546,30611,8903960,23244,31,Q3
2021-08-01,2021,8,8,Nalgonda,13259,4007,2713,97,1506,49008166,10654,5273926,15048,32,Q3
2021-09-01,2021,9,8,Nalgonda,9795,2473,2221,112,1034,64531040,34812,8682900,16025,33,Q3
2021-10-01,2021,10,8,Nalgonda,13034,3799,2348,279,558,11512874,32325,8203800,12748,34,Q4
2021-11-01,2021,11,8,Nalgonda,7838,4100,632,113,944,66492864,11285,6529028,13743,35,Q4
2021-12-01,2021,12,8,Nalgonda,13783,2769,825,54,900,21474232,23516,5237402,19705,36,Q4
2022-01-01,2022,1,8,Nalgonda,11544,3401,1840,267,249,39495581,38072,2627771,19324,37,Q1
2022-02-01,2022,2,8,Nalgonda,10501,1999,1574,181,1856,92938106,38329,1398492,21339,38,Q1
2022-03-01,2022,3,8,Nalgonda,8339,3131,2374,249,998,87157947,18378,8786717,23514,39,Q1
2022-04-01,2022,4,8,Nalgonda,6701,3385,2113,57,1051,49179165,19236,3566925,10996,40,Q2
2022-05-01,2022,5,8,Nalgonda,10918,4073,2483,285,292,19949923,28485,7460621,13351,41,Q2
2022-06-01,2022,6,8,Nalgonda,11225,1976,1743,171,1038,79310077,43760,6197590,17128,42,Q2
2022-07-01,2022,7,8,Nalgonda,14358,2497,601,127,1722,78200379,33352,8800579,13056,43,Q3
2022-08-01,2022,8,8,Nalgonda,11791,3952,729,299,1751,68110518,12644,5919955,10392,44,Q3
2022-09-01,2022,9,8,Nalgonda,9013,2892,1200,235,539,39315841,17904,3338656,19084,45,Q3
2022-10-01,2022,10,8,Nalgonda,6583,3952,1244,230,1268,98663406,14435,5972551,18292,46,Q4
2022-11-01,2022,11,8,Nalgonda,8559,1610,2815,226,1538,70815672,17750,4890649,21121,47,Q4
2022-12-01,2022,12,8,Nalgonda,10772,3144,649,287,1471,6901248,19420,4476522,7440,48,Q4
2023-01-01,2023,1,8,Nalgonda,9031,4749,2867,270,1819,64621530,16746,6271327,9530,49,Q1
2023-02-01,2023,2,8,Nalgonda,9160,4147,1043,127,1065,46473016,27608,2124993,5389,50,Q1
2023-03-01,2023,3,8,Nalgonda,12304,4118,1758,106,1133,18942238,19972,7797883,7191,51,Q1
2023-04-01,2023,4,8,Nalgonda,14334,4012,2298,259,1473,81017756,16724,8331623,23891,52,Q2
2023-05-01,2023,5,8,Nalgonda,13127,2936,1053,125,1112,65677727,22611,7304158,14864,53,Q2
2023-06-01,2023,6,8,Nalgonda,5812,4553,1392,70,1087,54885249,48555,2585714,5198,54,Q2
2023-07-01,2023,7,8,Nalgonda,6596,3838,1435,213,1632,45163158,26819,6526355,17056,55,Q3
2023-08-01,2023,8,8,Nalgonda,14734,2102,1365,168,403,87602443,20030,8841549,18450,56,Q3
2023-09-01,2023,9,8,Nalgonda,11165,4485,2536,134,171,32894785,40384,2302747,8799,57,Q3
2023-10-01,2023,10,8,Nalgonda,11037,4045,1791,194,568,51224570,24340,8593831,13321,58,Q4
2023-11-01,2023,11,8,Nalgonda,10867,4528,1811,79,1545,65662959,27646,4662192,19161,59,Q4
2023-12-01,2023,12,8,Nalgonda,8663,1868,1886,203,1083,61830074,19756,5478839,18830,60,Q4
